target_end_date,target,location,observation
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,12
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,1
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,3
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Miti-Murhesa,1
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,73
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Nia-Nia,1
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,1
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,4
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,27
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-13,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-13,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,782
2026-06-13,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,181
2026-06-13,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,136
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,2
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,7
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Beni,14
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,215
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,19
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Damas,4
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Gethy,1
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,25
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,4
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,6
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,2
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Lita,6
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,5
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Miti-Murhesa,3
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,175
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Nia-Nia,1
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,11
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,42
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,152
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,2
2026-06-14,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,1
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,10
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,20
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,7
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Gethy,0
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,16
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,1
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,3
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Miti-Murhesa,1
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,80
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Nia-Nia,1
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,1
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,4
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,27
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-14,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-14,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,808
2026-06-14,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,192
2026-06-14,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,165
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,2
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,7
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Beni,14
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,215
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,19
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Damas,4
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Gethy,1
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,25
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,4
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,7
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,2
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Lita,9
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,5
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Miti-Murhesa,3
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,185
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,NA,94
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Nia-Nia,1
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,16
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,45
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,192
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,2
2026-06-15,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,10
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,20
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,7
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Gethy,0
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,16
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,3
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Miti-Murhesa,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,83
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,NA,10
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Nia-Nia,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,1
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,4
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,27
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-15,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-15,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,837
2026-06-15,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,196
2026-06-15,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,235
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,2
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,7
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Beni,14
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,226
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,24
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Damas,4
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,1
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,23
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,4
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,7
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,2
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Lita,9
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,5
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Miti-Murhesa,3
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,189
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,1
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Nia-Nia,1
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,16
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,45
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,172
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,5
2026-06-16,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-16,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,875
2026-06-16,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,202
2026-06-16,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,192
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,4
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,9
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Beni,15
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,247
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,25
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Damas,4
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Drodro,1
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,1
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,24
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,7
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,10
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,2
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Lita,18
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,5
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Miti-Murhesa,3
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,189
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,1
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,NA,17
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Nia-Nia,1
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,25
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,68
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,195
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,5
2026-06-17,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,12
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,41
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,11
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,0
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,16
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,3
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,4
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,3
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Miti-Murhesa,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,83
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Musienene,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,NA,0
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Nia-Nia,1
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,5
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,6
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,33
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-17,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-17,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,896
2026-06-17,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,232
2026-06-17,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,151
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,6
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,9
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Beni,16
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,253
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,25
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Damas,4
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Drodro,1
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,1
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,24
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,7
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,10
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,2
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Lita,20
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,7
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Miti-Murhesa,3
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,198
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,1
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,NA,17
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Nia-Nia,1
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,26
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,77
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,199
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,5
2026-06-18,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,2
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,12
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,42
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,11
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,1
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,16
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,3
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,1
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,6
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,4
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Miti-Murhesa,1
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,87
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Musienene,1
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,NA,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Nia-Nia,1
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,5
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,7
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,35
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-18,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,933
2026-06-18,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,245
2026-06-18,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,238
