target_end_date,target,location,observation
2026-05-25,insp_sitrep__cumulative_suspected_cases__daily,Miti Murhesa,1
2026-05-25,insp_sitrep__cumulative_suspected_cases__daily,Mongbwalu,364
2026-05-25,insp_sitrep__cumulative_suspected_cases__daily,Nizi,9
2026-05-25,insp_sitrep__cumulative_suspected_cases__daily,Nyankunde,66
2026-05-25,insp_sitrep__cumulative_suspected_cases__daily,Rwampara,240
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Aru,1
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Bambu,2
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Bunia,55
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Butembo,0
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Goma,0
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Kalunguta,0
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Karisimbi,0
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Katwa,0
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Kilo,0
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Miti Murhesa,0
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Mongbwalu,88
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Nizi,2
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Nyankunde,15
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Oicha,0
2026-05-25,insp_sitrep__cumulative_suspected_deaths__daily,Rwampara,75
2026-05-25,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,106
2026-05-25,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,12
2026-05-25,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,998
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Aru,1
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,0
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,36
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,3
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Damas,0
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,0
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Karisimbi,0
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,1
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,1
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,0
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,1
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,20
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,2
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,10
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,1
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,0
2026-05-26,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,33
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,0
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,2
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,0
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,0
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,0
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,1
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,0
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,0
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,0
2026-05-26,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,2
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Aru,4
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Bambu,10
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Bunia,279
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Butembo,10
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Damas,4
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Fataki,1
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Goma,0
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Kalunguta,2
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Karisimbi,5
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Kilo,18
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Kyondo,3
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Mambasa,5
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Miti Murhesa,1
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Mongbwalu,375
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Nizi,15
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Nyankunde,70
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Oicha,8
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Rimba,14
2026-05-26,insp_sitrep__cumulative_suspected_cases__daily,Rwampara,240
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Aru,1
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Bambu,2
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Bunia,55
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Butembo,0
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Damas,2
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Fataki,1
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Goma,0
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Kalunguta,0
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Karisimbi,0
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Katwa,0
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Kilo,0
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Kyondo,0
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Mambasa,1
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Miti Murhesa,0
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Mongbwalu,88
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Nizi,2
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Nyankunde,15
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Oicha,0
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Rimba,4
2026-05-26,insp_sitrep__cumulative_suspected_deaths__daily,Rwampara,75
2026-05-26,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,121
2026-05-26,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,17
2026-05-26,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,1077
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Aru,1
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,0
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,37
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,5
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Damas,0
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,0
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Karisimbi,0
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,4
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,1
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,0
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,1
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,20
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,2
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,10
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,2
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,0
2026-05-27,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,33
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,0
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,2
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,0
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,0
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,0
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,1
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,0
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,0
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,0
2026-05-27,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,2
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Aru,4
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Bambu,6
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Bunia,249
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Butembo,7
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Goma,0
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Kalunguta,13
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Kilo,8
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Miti Murhesa,1
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Mongbwalu,339
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Nizi,6
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Nyankunde,45
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Oicha,0
2026-05-27,insp_sitrep__cumulative_suspected_cases__daily,Rwampara,228
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Aru,1
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Bambu,2
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Bunia,48
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Butembo,0
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Goma,0
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Kalunguta,0
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Karisimbi,0
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Katwa,0
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Kilo,2
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Kyondo,0
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Miti Murhesa,0
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Mongbwalu,88
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Nizi,2
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Nyankunde,11
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Oicha,0
2026-05-27,insp_sitrep__cumulative_suspected_deaths__daily,Rwampara,69
2026-05-27,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,125
2026-05-27,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,17
2026-05-27,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,906
2026-05-27,insp_sitrep__new_hosp_admissions__daily,Bambu,6
2026-05-27,insp_sitrep__new_hosp_admissions__daily,Bunia,14
2026-05-27,insp_sitrep__new_hosp_admissions__daily,Mongbwalu,10
2026-05-27,insp_sitrep__new_hosp_admissions__daily,Nyankunde,39
2026-05-27,insp_sitrep__new_hosp_admissions__daily,Rwampara,8
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Aru,2
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,1
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,2
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Beni,2
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,80
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,5
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Damas,1
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Karisimbi,0
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,4
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,2
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,1
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,1
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Lita,1
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,1
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,47
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,2
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,19
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,1
2026-05-28,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,65
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,8
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,2
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Jiba,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Karisimbi,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,3
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,1
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,10
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,1
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,0
2026-05-28,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,13
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Aru,4
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Bambu,14
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Bunia,268
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Butembo,7
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Damas,1
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Gety,3
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Goma,0
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Jiba,2
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Kalunguta,13
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Kilo,8
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Miti Murhesa,1
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Mongbwalu,346
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Nizi,6
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Nyankunde,52
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Oicha,0
2026-05-28,insp_sitrep__cumulative_suspected_cases__daily,Rwampara,241
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Aru,1
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Bambu,3
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Bunia,57
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Butembo,0
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Damas,0
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Goma,0
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Kalunguta,0
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Karisimbi,0
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Katwa,0
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Kilo,2
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Kyondo,0
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Miti Murhesa,0
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Mongbwalu,88
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Nizi,2
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Nyankunde,12
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Oicha,0
2026-05-28,insp_sitrep__cumulative_suspected_deaths__daily,Rwampara,71
2026-05-28,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,210
2026-05-28,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,17
2026-05-28,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,349
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Aru,2
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,1
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,2
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Beni,2
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,80
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,5
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Damas,1
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,1
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Karisimbi,0
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,4
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,2
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,1
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,1
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Lita,1
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,1
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Manguredjipa,0
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,47
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,2
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,19
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,1
2026-05-29,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,65
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,0
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,0
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,8
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,2
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Jiba,0
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Karisimbi,0
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,3
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,0
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,0
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,0
2026-05-29,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,0
